Date,Open,High,Low,Close,Volume,Adj Close
2015-10-16,55.689999,55.950001,54.509998,55.23,7294500,55.23
2015-10-15,54.360001,55.279999,53.799999,55.23,7832400,55.23
2015-10-14,55.049999,55.700001,54.889999,55.459999,6410200,54.719998
2015-10-13,54.779999,55.900002,54.360001,55.040001,6214700,54.305603
2015-10-12,56.07,56.099998,54.459999,55.27,7484500,54.532534
2015-10-09,56.59,56.689999,55.209999,56.099998,9118800,55.351458
2015-10-08,55.00,56.549999,54.59,56.279999,9496900,55.529056
2015-10-07,55.939999,56.380001,53.84,55.27,13745300,54.532534
2015-10-06,53.18,55.529999,53.060001,55.139999,15414000,54.404268
2015-10-05,51.939999,53.130001,51.509998,52.98,12806600,52.273089
2015-10-02,47.580002,51.189999,47.560001,51.189999,12573500,50.506972
2015-10-01,48.689999,49.400002,47.540001,48.16,10430300,47.517402
2015-09-30,46.919998,48.00,46.900002,47.959999,8814400,47.32007
2015-09-29,46.279999,46.689999,45.720001,46.57,7978000,45.948617
2015-09-28,46.439999,47.049999,45.84,45.849998,8003400,45.238223
2015-09-25,48.540001,48.540001,46.919998,47.189999,8631400,46.560344
2015-09-24,47.509998,48.23,47.330002,47.759998,8185800,47.122738
2015-09-23,48.720001,48.98,47.810001,47.860001,6323000,47.221406
2015-09-22,47.73,49.00,47.610001,48.619999,10223400,47.971263
2015-09-21,48.849998,49.00,48.139999,48.75,7728200,48.09953
2015-09-18,49.150002,49.52,47.93,48.360001,12763300,47.714734
2015-09-17,49.41,50.91,49.060001,50.130001,14823600,49.461118
2015-09-16,47.709999,49.540001,47.639999,49.470001,11354000,48.809924
2015-09-15,47.150002,47.790001,47.110001,47.279999,6678200,46.649143
2015-09-14,47.119999,47.150002,46.34,46.77,8768800,46.145949
2015-09-11,47.740002,47.759998,46.950001,47.360001,9270700,46.728077
2015-09-10,48.00,48.75,47.330002,48.43,8874700,47.7838
2015-09-09,49.049999,49.700001,47.59,47.849998,16203100,47.211537
2015-09-08,48.27,48.68,47.150002,48.459999,13561500,47.813398
2015-09-04,47.209999,47.599998,46.860001,47.200001,10520200,46.570212
2015-09-03,48.50,49.869999,47.77,48.18,9703800,47.537136
